,user_input,date,count_docs,content_clean
38,Contentment,2019,2,"['i donate 100  of my president s salary   400 000  back to our country  and feel very good about it   ', '     good health  at my request  pastor brunson  who had many years of a long prison term remaining  also remember  and importantly  that turkey is an important member in good standing of nato  he is coming to the u s  as my guest on november 13th  ']"
39,Disgust,2011,2,"['barney frank looked disgusting  nipples protruding  in his blue shirt before congress  very very disrespectful ', 'barney frank looked disgusting  nipples protruding  in his blue shirt before congress  very very disrespectful ']"
40,Disgust,2012,2,"['george will totally  bombed  at the mar a lago club  i was there to watch  he was embarrassed and no longer likes donald trump ', 'george will totally  bombed  at the mar a lago club  i was there to watch  he was embarrassed and no longer likes donald trump ']"
41,Disgust,2013,22,"['      do u ever get sad   yes  when i look at what s happening to our country  ', '      do u ever get sad   yes  when i look at what s happening to our country  ', '    mr  trump  how can people hate such a brilliant person   it is hard to believe  isn t it   thanks  ', '    mr  trump  how can people hate such a brilliant person   it is hard to believe  isn t it   thanks  ', '     go fuck yourself you dumb fuck  when was the last time you had a date such terrible language    picture  ', '     go fuck yourself you dumb fuck  when was the last time you had a date such terrible language    picture  ', '   enjoying reading  knocking the shit out of   sorry hater  he s getting his ass kicked ', '   enjoying reading  knocking the shit out of   sorry hater  he s getting his ass kicked ', '  a terrible statement like that shows how desperate you and your magazine are  you should be ashamed ', '  a terrible statement like that shows how desperate you and your magazine are  you should be ashamed ', '      what happened to  turn the other cheek   sorry  not a believer ', '      what happened to  turn the other cheek   sorry  not a believer ', '    i hate that our country has come to this  our president has ruined our country   not totally  yet ', '    i hate that our country has come to this  our president has ruined our country   not totally  yet ', ' face reality as it is  not as it was or as you wish it to be     ', ' face reality as it is  not as it was or as you wish it to be     ', ' you must be kidding   i kicked both of their ugly assses ', ' you must be kidding   i kicked both of their ugly assses ', 'dying  just named me to a list  too bad gq is no longer relevant won t be around long ', 'dying  just named me to a list  too bad gq is no longer relevant won t be around long ', '     you are a terrible human being   that s only because you don t know me ', '     you are a terrible human being   that s only because you don t know me ']"
42,Disgust,2014,2,"['    calling the sign   trump  name tasteless is ridiculous  its exactly the opposite  you always put beauty in your details ', '    calling the sign   trump  name tasteless is ridiculous  its exactly the opposite  you always put beauty in your details ']"
43,Disgust,2015,14,"['        in bed together   hate trump  win it for the usa   the 21st cent', '        in bed together   hate trump  win it for the usa   the 21st cent', '       it s amazing how people fear a change for the better ', '       it s amazing how people fear a change for the better ', '     just find  s hissy fit with  ironic  since yall have room to catch up ', '     just find  s hissy fit with  ironic  since yall have room to catch up ', '       i get pissed off every time i see his ads on fox  waste of money  go trump   many do ', '       i get pissed off every time i see his ads on fox  waste of money  go trump   many do ', '       covers pulled    here is the ridiculous letter ', '       covers pulled    here is the ridiculous letter ', 're megyn kelly quote   you could see there was blood coming out of her eyes  blood coming out of her wherever   nose   just got on w thought', 're megyn kelly quote   you could see there was blood coming out of her eyes  blood coming out of her wherever   nose   just got on w thought', '     i will never shop in your store 4 the rest of my life because of how quickly u turned on donaldtrump u have no spine', '     i will never shop in your store 4 the rest of my life because of how quickly u turned on donaldtrump u have no spine']"
44,Disgust,2016,6,"['wonderful  was attacked viciously and unfairly on  by crazy  on low ratings   apologize ', 'wonderful  was attacked viciously and unfairly on  by crazy  on low ratings   apologize ', '   got thrown off of tv by nbc  fired like a dog  now he is on  being nasty to me  not nice ', '   got thrown off of tv by nbc  fired like a dog  now he is on  being nasty to me  not nice ', 'just tried watching saturday night live   unwatchable  totally biased  not funny and the baldwin impersonation just can t get any worse  sad', 'just tried watching saturday night live   unwatchable  totally biased  not funny and the baldwin impersonation just can t get any worse  sad']"
45,Disgust,2017,2,"['terrible  just found out that obama had my  wires tapped  in trump tower just before the victory  nothing found  this is mccarthyism ', 'terrible  just found out that obama had my  wires tapped  in trump tower just before the victory  nothing found  this is mccarthyism ']"
46,Disgust,2019,4,"['my son   is coming out with a new book   triggered  how the left thrives on hate and wants to silence us    available tomorrow  november 5th  a great new book that i highly recommend for all to read  go order it today ', 'my son   is coming out with a new book   triggered  how the left thrives on hate and wants to silence us    available tomorrow  november 5th  a great new book that i highly recommend for all to read  go order it today ', 'bad  actress  debra the mess messing is in hot water  she wants to create a  blacklist  of trump supporters    is being accused of mccarthyism  is also being accused of being a racist because of the terrible things she said about blacks and mental illness  if roseanne barr    ', 'bad  actress  debra the mess messing is in hot water  she wants to create a  blacklist  of trump supporters    is being accused of mccarthyism  is also being accused of being a racist because of the terrible things she said about blacks and mental illness  if roseanne barr    ']"
47,Disgust,2020,10,"['    be put in use immediately  people are dying  move fast  and god bless everyone     ', '    be put in use immediately  people are dying  move fast  and god bless everyone     ', 'really sad  but even  sadder   watch flunky  cry when i whipped his mind   he was forced to apologize to me over apprentice fees  even psycho cold case joe scarborough  bad ratings  beat him up  on air  unmercifully  find tapes   play  5 years back     ', 'really sad  but even  sadder   watch flunky  cry when i whipped his mind   he was forced to apologize to me over apprentice fees  even psycho cold case joe scarborough  bad ratings  beat him up  on air  unmercifully  find tapes   play  5 years back     ', 'the radical left democrats new theme is  defund the police   remember that when you don t want crime  especially against you and your family  this is where sleepy joe is being dragged by the socialists  i am the complete opposite  more money for law enforcement  ', 'the radical left democrats new theme is  defund the police   remember that when you don t want crime  especially against you and your family  this is where sleepy joe is being dragged by the socialists  i am the complete opposite  more money for law enforcement  ', '    price  you should drop out of the race   pray that super liberal   a weak   pathetic puppet for crazy nancy pelosi   cryin  chuck schumer  gets beaten badly  he voted for impeachment based on  zero   disgraced alabama  coach  will be a great senator ', '    price  you should drop out of the race   pray that super liberal   a weak   pathetic puppet for crazy nancy pelosi   cryin  chuck schumer  gets beaten badly  he voted for impeachment based on  zero   disgraced alabama  coach  will be a great senator ', '    hawaii in a big  fully loaded 747  to play  what did that do to the so called carbon footprint  he also played moments after the brutal killing by isis of a wonderful young man  totally inappropriate   and it was me who shattered 100  of the isis caliphate  i was left a mess ', '    hawaii in a big  fully loaded 747  to play  what did that do to the so called carbon footprint  he also played moments after the brutal killing by isis of a wonderful young man  totally inappropriate   and it was me who shattered 100  of the isis caliphate  i was left a mess ']"
48,Displeasure,2011,2,"['more and more americans seem fed up with both parties    i agree ', 'here s my message to   america is a capitalistic country  get over it and get on with it  ']"
49,Displeasure,2012,3,"['when will  realize he is on a fool s errand trying to defend  s ineptitude ', ' to every action there is always opposed an equal reaction     isaac newton', 'i hear they are very unhappy w  arianna and  at   i ll bet she won t be there for long ']"
50,Displeasure,2013,12,"['      do u ever get sad   yes  when i look at what s happening to our country  ', '    mr  trump  how can people hate such a brilliant person   it is hard to believe  isn t it   thanks  ', '     go fuck yourself you dumb fuck  when was the last time you had a date such terrible language    picture  ', '   enjoying reading  knocking the shit out of   sorry hater  he s getting his ass kicked ', '      what happened to  turn the other cheek   sorry  not a believer ', '    i hate that our country has come to this  our president has ruined our country   not totally  yet ', 'little  i don t need your praise      just pay me the money you owe ', '     please don t tease us again  run in 2016     please  i never tease  but thanks ', 'personally  i think douglas durst s brother got screwed by douglas no wonder he s angry ', 'personally  i think douglas durst s brother got screwed by douglas  no wonder he s angry ', 'frack now and frack fast unless we want to continue to be dependent on countries that hate us ', '     prez shows more anger about us senate not passing guns bill than he does about the boston bombing  interesting ']"
51,Displeasure,2014,3,"['while i am a critic of president obama  i hate it when someone  robert gates  writes a self serving negative book about his boss ', '    calling the sign   trump  name tasteless is ridiculous  its exactly the opposite  you always put beauty in your details ', '   cant wait for 2016 so tired of this weak adm policy at home n foreign even worse  america deserves better we can do better  true ']"
52,Displeasure,2015,11,"['        in bed together   hate trump  win it for the usa   the 21st cent', '   was very negative to me in refusing to to post the great polls that came out today including nbc   not good for me ', '     just find  s hissy fit with  ironic  since yall have room to catch up ', '    aren t u angry how the media has turned donaldtrump slam against  illegal immigration  into him hating  all immigrants', 'interesting that  criticized me but just paid  650 000 in fines for racial profiling  are they racists ', ' air force trump  ahead of 2016  the donald slams romney  bush in south carolina     via  by ', '       i get pissed off every time i see his ads on fox  waste of money  go trump   many do ', '       covers pulled    here is the ridiculous letter ', '    monday mornings are twice as hard when i don t have  and donald to listen to  thanks  for taking away my fox   ', '     if you re as strident in life as you are with these tweets then no wonder you re loaded ', '    you should be president  i signed up for twitter just to tell you this  a lot of americans feel the same way ']"
53,Displeasure,2016,3,"['wonderful  was attacked viciously and unfairly on  by crazy  on low ratings   apologize ', '   got thrown off of tv by nbc  fired like a dog  now he is on  being nasty to me  not nice ', '   got fired like a dog from redstate and now he is the one leading opposition against me ']"
54,Displeasure,2020,4,"['really sad  but even  sadder   watch flunky  cry when i whipped his mind   he was forced to apologize to me over apprentice fees  even psycho cold case joe scarborough  bad ratings  beat him up  on air  unmercifully  find tapes   play  5 years back     ', 'the radical left democrats new theme is  defund the police   remember that when you don t want crime  especially against you and your family  this is where sleepy joe is being dragged by the socialists  i am the complete opposite  more money for law enforcement  ', '    price  you should drop out of the race   pray that super liberal   a weak   pathetic puppet for crazy nancy pelosi   cryin  chuck schumer  gets beaten badly  he voted for impeachment based on  zero   disgraced alabama  coach  will be a great senator ', 'bernie sander s volunteers are trashing elizabeth  pocahontus  warren  everybody knows her campaign is dead and want her potential voters  mini mike b is also trying  but getting tiny crowds which are all leaving fast  elizabeth is very angry at bernie  do i see a feud brewing ']"
55,Eagerness,2012,7,"['looking forward to the  dine with mitt and donald  this thursday  can t wait to meet the lucky winner  ', 'looking forward to sunday s speech in the excel centre  ', 'when will  realize he is on a fool s errand trying to defend  s ineptitude ', ' having a vision for something can be a very powerful force for accomplishment     midas touch', 'attention to detail is critical  choose scents that exude sophistication   confidence  find out more 4 18  5 30 pm  herald square ', ' be yardstick of quality  some people aren t used to an environment where excellence is expected      steve jobs', '   will a great job tonight  he is a real pro and respected by both sides ']"
56,Eagerness,2013,14,"['things happen that make you question whether you should keep going  as long as you are enjoying what you are doing  keep going ', '      when you die the world will be better  very nice   you sound like a really wonderful person ', 'expect the best from people  they will rise to the challenge and it s important to inspire confidence ', ' do what you love  work hard  keep your focus and your momentum intact  good luck ', ' face reality as it is  not as it was or as you wish it to be     ', ' sometimes people spend too much time focusing on problems instead of focusing on opportunities     think like a champion', '    will be our next president  mark my words   thanks for your nice words and thoughts ', 'today will be a great day at work   have only one word in mind  victory ', ' find something you love doing  you have to have passion for your work  then work hard and keep focused  good luck ', ' what the mind can conceive and believe  and the heart desire  you can achieve     norman vincent peale', '    if you want to know what it means to have a genuine business mind and attitude  study    thanks ', '    you were awesome  honest  personable  intelligent   thanks ', '     i value your opinion  i value your wisdom from experience and education  you have so much to offer  thanks', 'entrepreneurs   be tough  resolute   trustworthy  the most crucial time to build your reputation is when you start making deals ']"
57,Eagerness,2014,16,"['looking forward to being at the  announcement tonight ', 'don t wait for dire circumstances to test your quick thinking ability  be on alert at all times ', '     playing trump ferry point this morning  looking forward to it  have a great time ', '     very true comment donald  i m glad we have people like you in this day and age ', '        com jnc696s5fa  ben  get well soon   you have many friends ', ' rosechem1 one of the reasons that i like you is because i feel that old american greatness in your mentality  it makes me feel hope   thx ', ' success breeds success  the best way to impress people is through results     think like a billionaire', ' success breeds success  the best way to impress people is through results     think like a billionaire', '   thanks for your nice words  you are a real champion  i m pushing ', 'today is the first day of the rest of your life   make the most of it ', 'in the end  you re measured not by how much you undertake but by what you finally accomplish ', '     realist  don t always agree wth u  but you are one of the few people that say it like it is  ', ' mold yourself into the person who can do big things     think big', 'remember  the harder you work  the luckier you get ', '    please run for president  you have my vote we need more people like you in this world   you re a great man ', 'diligence is the mother of good luck     benjamin franklin']"
58,Eagerness,2015,15,"['      i m still expecting  to swoop in and save the day  stay tuned ', '       looking forward to welcoming this event to the greater  area   ', '       it s amazing how people fear a change for the better ', '     been here in line for two hours already  reading book while waiting  i ll see you at noon  ', '     working hard daily  and waiting for when you announce that you re going to make a run to rescue our country  ', '    my only new year s resolution  be more like   nice  thanks ', '       loved your choice for winner this season  awesome job  xoxo  ', 'entrepreneurs  a winning attitude will put things in perspective  keep negative thoughts   people where they belong  out of the big picture ', '     you are always many steps ahead of the game   thank you ', '       even  admitted you were nice and a joy to work with ', 'will be doing  interview tomorrow  so much to talk about ', '     if you re as strident in life as you are with these tweets then no wonder you re loaded ', '   will you finally get respect for predicting u s  concerns even weeks before disaster strikes the country needs a visionary', '    you should be president  i signed up for twitter just to tell you this  a lot of americans feel the same way ', '      people can say what they want about donald  but he is trustworthy   thank you ']"
59,Eagerness,2016,2,"['on my way to new hampshire  expecting a big and spirited crowd       com 9hb7jo3wrz', '    kudos to  and  for rising above the drama and coming together  very respectful and classy  ']"
60,Excitement,2012,11,"['looking forward to the  dine with mitt and donald  this thursday  can t wait to meet the lucky winner  ', ' money was never a big motivation for me  except as a way to keep score  the real excitement is playing the game   ', 'looking forward to sunday s speech in the excel centre  ', ' fans watch today s   to find out about our new app ', 'i hope derek jeter s recovery is going well  he is a very special player and a great guy  new york loves him  ', 'at the national achievers congress in london  i will be talking about success  it will be an amazing event  ', 'congratulations to  on a stunning win in south carolina  all eyes are on florida now ', 'see you tonight in north carolina  making keynote for the republican party  will be fun ', 'i am going to the  game with   the owner of the team  a great guy ', '   will a great job tonight  he is a real pro and respected by both sides ', 'busy day working on buying a major property and creating lots of jobs ']"
61,Excitement,2013,18,"['    can t wait for apprentice tonight   you will love it ', '     ticket sales spike dramatically after inviting    are you surprised ', 'things happen that make you question whether you should keep going  as long as you are enjoying what you are doing  keep going ', '   enjoying reading  knocking the shit out of   sorry hater  he s getting his ass kicked ', 'expect the best from people  they will rise to the challenge and it s important to inspire confidence ', ' do what you love  work hard  keep your focus and your momentum intact  good luck ', '     staying at the trump in chicago  well done sir  this place is amazing   ', 'today will be a great day at work   have only one word in mind  victory ', ' find something you love doing  you have to have passion for your work  then work hard and keep focused  good luck ', '     when are we going to have a pga tour event    best course i ve ever played   very soon ', 'just left the set of the apprentice   the live show tonight will be fantastic   and something very big and very different is going to happen', '     u r a hero to us in nigeria  africa  wen r u visiting us nxt  it wld be a dream come true to meet really nice', 'i watched the last two minutes of the  game last night    i just loved watching them lose ', ' great game last week  your team really needed you ', '     please say it isn t so and apprentice is not cancelled  thanks and sleep well tonight ', ' the world is changing very fast  big will not beat small anymore  it will be the fast beating the slow     ', '  a toy next to the apprentice   just a friday fill in ', 'phil mickelson s final 66 round in  was amazing  congrats on his well deserved win  amazing competitor   a great guy ']"
62,Excitement,2014,23,"['looking forward to being at the  announcement tonight ', 'don t wait for dire circumstances to test your quick thinking ability  be on alert at all times ', '     playing trump ferry point this morning  looking forward to it  have a great time ', '    on   when was the last time something positive has happened in this country   hmmmm    so true ', '    i can t wait for  to announce that he s running for president ', '    i can t wait for  to announce that he s running for president ', '     was always funny watching you two banter  that will be missed   i agree ', 'just did final purchase on fabulous  in ireland  will become trump international hotel   golf links  ireland  very exciting ', '     i can t wait to see trump 2016 all over the news   ', '   played turnberry ailsa today it was awesome good job ', '    an aussie   such an amazing place  well done       happy easter', '    can t wait for you to take over this country and rebuild what obama destroyed ', '        com jnc696s5fa  ben  get well soon   you have many friends ', '     saw the trailer for apprentice    bring it on  ', '  visited trump international scotland yesterday  amazing golf course      com qpbczpcez5  thanks ', ' success breeds success  the best way to impress people is through results     think like a billionaire', ' success breeds success  the best way to impress people is through results     think like a billionaire', 'trump turnberry news conference tomorrow at noon  scotland time  the place is amazing ', '     valentine s day and wife s 40th  this weekend    great ', '  seeing how excited trump is about the bills is awesome  we deserve to have someone committed to keeping the bills in buffalo', '    please run for president  you have my vote we need more people like you in this world   you re a great man ', 'watched gennady golovkin  at msg on saturday night  he was fantastic  should fight  ', '      love to see pine hill  nj  one of the finest ']"
63,Excitement,2015,21,"['      i m still expecting  to swoop in and save the day  stay tuned ', '       looking forward to welcoming this event to the greater  area   ', '        was awesome yesterday  can t wait to see a new episode tonight   we are here', '     been here in line for two hours already  reading book while waiting  i ll see you at noon  ', '     working hard daily  and waiting for when you announce that you re going to make a run to rescue our country  ', '     can t wait to see you on cbs sunday morning    ', '    donald trump all american billionaire full  via   wow  so nice   thank you ', 'good luck to the us men s national team in tomorrow s concacaf cup vs  mexico  it should be a great game   ', 'just got back from iowa  fantastic evening with truly fabulous people  will be back again soon  thanks ', '    watching mighty planes about  private b 757  mr  trump is the man  he s as impressive as the jet   thank you ', ' another exciting episode  tune in next monday at 8pm for 2 more new episodes ', '    really looking forward to the premier of the apprentice tonight at 9pm est on nbc such a well executed and captivating show ', 'iowa was amazing today  great crowd  great people  thanks  will be back soon ', '       loved your choice for winner this season  awesome job  xoxo  ', '    this man is our everyting       com xgt2nmwqud ', '    had a feeling it d be  vs   my   is on leeza  ps i wanna fly on  s jet   ', 'look forward to being in dc tomorrow big crowd expected for our protest against the truly stupid nuclear deal we are making with iran ', '    tom brady is about to win the next 5 super bowls and visit  in the white house   very cool ', '     love  and am a huge fan  would love to c u run for      ', '    can you get me a parking slot at mar a lago on sunday its very busy with the car show meeting   yes  call me ', '   it s been a long time since i ve been excited about a candidate  how refreshing to have a bold voice  go trump  ']"
64,Excitement,2016,14,"['on my way to new hampshire  expecting a big and spirited crowd       com 9hb7jo3wrz', 'i will be making a big surprise announcement to the massive crowd assembled in huntsville madison alabama  landing now  ', 'join me today in wilmington  ohio at 4pm     tomorrow  tampa  florida at 10am    ', 'will be in phoenix  arizona on wednesday  changing venue to much larger one  demand is unreal  polls looking great  ', 'i will be interviewed on  tonight at 11pme   enjoy ', 'this will prove to be a great time in the lives of all americans  we will unite and we will win  win  win ', '     please mr trump make  your vp  he is a perfect running mate   he is a great guy ', 'congratulations to the movement  we have just won the great state of oregon  the vote percentage is even higher than anticipated  thank you ', 'i look very much forward to meeting w paul ryan   the gop party leadership on thurs in dc  together  we will beat the dems at all levels ', 'i am in iowa  will be making two speeches today  good luck to all of the great folks on the east coast  enjoy the beauty of the storm ', 'join me in delaware  ohio tomorrow at 12 30pm   tickets     com zd1kjzlctj', 'thank you for having me  i enjoyed the tour and spending time with everyone  see you soon     twitter com profootballhof status 776210913812701184  ', 'i love being in south carolina  we are leading big in all of the state polls   saturday is a big day  make america great again ', 'just returned from pennsylvania where we will be bringing back their jobs  amazing crowd  will be going back tomorrow  to gettysburg ']"
65,Excitement,2017,2,"['wonderful weekend at camp david  a very special place  a lot of very important work done  heading back to the  now  com ckxlsdr1ut', 'a photo delivered yesterday that will be displayed in the upper lower press hall  thank you abbas  com uzp0ivvrp0']"
66,Excitement,2018,4,"['thank you      twitter com i moments 1040235446876467201  ', 'watching the events unfolding in pittsburgh  pennsylvania  law enforcement on the scene  people in squirrel hill area should remain sheltered  looks like multiple fatalities  beware of active shooter  god bless all ', '   won big last night in minnesota  a big star in hockey  he will be an even bigger star in politics  it all begins with a win in november  pete has my complete and total endorsement ', 'heading to west virginia to be with my friend   jim justice  at his beautiful greenbrier resort  he works hard  does a great job  and raises lots of money for charities ']"
67,Excitement,2019,7,"['great masters going on right now   is leading with 2 holes left to play  very exciting  tune in ', 'wow  just got word that our june 18th  tuesday  announcement in orlando  florida  already has 74 000 requests for a 20 000 seat arena  with all of the big events that we have done  this ticket looks to be the  hottest  of them all  see you in florida ', 'we ve got nasa  rocking  again  great activity and success  congrats to spacex and all ', 'big night for the republican party  congratulations to all ', 'it was my great honor to attend the 120th army navy game today in philadelphia  pennsylvania     com hipwizkmip', 'the s p just hit an all time high  this is a big win for jobs  401 k s  and  frankly  everyone  our country is doing great  even killed long sought isis murderer  al baghdadi  we are stronger than ever before  with great upward potential  enjoy ', 'congratulations to the great state of louisiana  a big night  you will soon have a new and wonderful governor    your taxes and car insurance payments will go down ']"
68,Excitement,2020,6,"['    be put in use immediately  people are dying  move fast  and god bless everyone     ', 'look forward to being with all of my friends and supporters  on saturday  february 29th   com 9bpnizfnws', 'departing for the great state of north carolina  com bjnytnnhut', 'no contest  steve blows him away  so important for montana  i ll be there to help steve win big     ', 'tell the democrat governors that  mutiny on the bounty  was one of my all time favorite movies  a good old fashioned mutiny every now and then is an exciting and invigorating thing to watch  especially when the mutineers need so much from the captain  too easy ', 'just finished a meeting on covid 19 in the situation room  news conference coming up shortly     com x9lsexjnea']"
69,Exhilaration,2011,2,"['great meeting with  yesterday in trump tower  great guy ', 'great meeting with  yesterday in trump tower  great guy ']"
70,Exhilaration,2012,8,"['looking forward to the  dine with mitt and donald  this thursday  can t wait to meet the lucky winner  ', 'looking forward to the  dine with mitt and donald  this thursday  can t wait to meet the lucky winner  ', ' money was never a big motivation for me  except as a way to keep score  the real excitement is playing the game   ', ' money was never a big motivation for me  except as a way to keep score  the real excitement is playing the game   ', ' having a vision for something can be a very powerful force for accomplishment     midas touch', ' having a vision for something can be a very powerful force for accomplishment     midas touch', ' you can enhance location through promotion and work ', ' you can enhance location through promotion and work ']"
71,Exhilaration,2013,22,"['    can t wait for apprentice tonight   you will love it ', '    can t wait for apprentice tonight   you will love it ', '     ticket sales spike dramatically after inviting    are you surprised ', '     ticket sales spike dramatically after inviting    are you surprised ', 'things happen that make you question whether you should keep going  as long as you are enjoying what you are doing  keep going ', 'things happen that make you question whether you should keep going  as long as you are enjoying what you are doing  keep going ', ' do what you love  work hard  keep your focus and your momentum intact  good luck ', ' do what you love  work hard  keep your focus and your momentum intact  good luck ', '     staying at the trump in chicago  well done sir  this place is amazing   ', '     staying at the trump in chicago  well done sir  this place is amazing   ', ' find something you love doing  you have to have passion for your work  then work hard and keep focused  good luck ', ' find something you love doing  you have to have passion for your work  then work hard and keep focused  good luck ', 'i watched the last two minutes of the  game last night    i just loved watching them lose ', 'i watched the last two minutes of the  game last night    i just loved watching them lose ', ' the world is changing very fast  big will not beat small anymore  it will be the fast beating the slow     ', ' the world is changing very fast  big will not beat small anymore  it will be the fast beating the slow     ', ' it was great being with you last night   fantastic people  and bob v is special   ', ' it was great being with you last night   fantastic people  and bob v is special   ', '     it s amazing how you keep your success going this far keep it up     thanks ', '     it s amazing how you keep your success going this far keep it up     thanks ', 'phil mickelson s final 66 round in  was amazing  congrats on his well deserved win  amazing competitor   a great guy ', 'phil mickelson s final 66 round in  was amazing  congrats on his well deserved win  amazing competitor   a great guy ']"
72,Exhilaration,2014,28,"['looking forward to being at the  announcement tonight ', 'looking forward to being at the  announcement tonight ', 'don t wait for dire circumstances to test your quick thinking ability  be on alert at all times ', 'don t wait for dire circumstances to test your quick thinking ability  be on alert at all times ', '     playing trump ferry point this morning  looking forward to it  have a great time ', '     playing trump ferry point this morning  looking forward to it  have a great time ', '    on   when was the last time something positive has happened in this country   hmmmm    so true ', '    on   when was the last time something positive has happened in this country   hmmmm    so true ', 'just did final purchase on fabulous  in ireland  will become trump international hotel   golf links  ireland  very exciting ', 'just did final purchase on fabulous  in ireland  will become trump international hotel   golf links  ireland  very exciting ', '   played turnberry ailsa today it was awesome good job ', '   played turnberry ailsa today it was awesome good job ', '    an aussie   such an amazing place  well done       happy easter', '    an aussie   such an amazing place  well done       happy easter', '    visited  over the weekend  very impressive and we will be going back soon  ', '    visited  over the weekend  very impressive and we will be going back soon  ', ' success breeds success  the best way to impress people is through results     think like a billionaire', ' success breeds success  the best way to impress people is through results     think like a billionaire', ' success breeds success  the best way to impress people is through results     think like a billionaire', ' success breeds success  the best way to impress people is through results     think like a billionaire', 'trump turnberry news conference tomorrow at noon  scotland time  the place is amazing ', 'trump turnberry news conference tomorrow at noon  scotland time  the place is amazing ', '     valentine s day and wife s 40th  this weekend    great ', '     valentine s day and wife s 40th  this weekend    great ', '      was just at turnberry   the place is awesome ', '      was just at turnberry   the place is awesome ', '    saw the  building in vegas today  beautiful  chicago is still my favorite  ', '    saw the  building in vegas today  beautiful  chicago is still my favorite  ']"
73,Exhilaration,2015,20,"['      i m still expecting  to swoop in and save the day  stay tuned ', '      i m still expecting  to swoop in and save the day  stay tuned ', '       looking forward to welcoming this event to the greater  area   ', '       looking forward to welcoming this event to the greater  area   ', '        was awesome yesterday  can t wait to see a new episode tonight   we are here', '        was awesome yesterday  can t wait to see a new episode tonight   we are here', 'entrepreneurs  problems are a mind exercise  enjoy the challenge ', 'entrepreneurs  problems are a mind exercise  enjoy the challenge ', 'just got back from iowa  fantastic evening with truly fabulous people  will be back again soon  thanks ', 'just got back from iowa  fantastic evening with truly fabulous people  will be back again soon  thanks ', '    watching mighty planes about  private b 757  mr  trump is the man  he s as impressive as the jet   thank you ', '    watching mighty planes about  private b 757  mr  trump is the man  he s as impressive as the jet   thank you ', ' another exciting episode  tune in next monday at 8pm for 2 more new episodes ', ' another exciting episode  tune in next monday at 8pm for 2 more new episodes ', '    really looking forward to the premier of the apprentice tonight at 9pm est on nbc such a well executed and captivating show ', '    really looking forward to the premier of the apprentice tonight at 9pm est on nbc such a well executed and captivating show ', 'iowa was amazing today  great crowd  great people  thanks  will be back soon ', 'iowa was amazing today  great crowd  great people  thanks  will be back soon ', '       loved your choice for winner this season  awesome job  xoxo  ', '       loved your choice for winner this season  awesome job  xoxo  ']"
74,Exhilaration,2016,6,"['on my way to new hampshire  expecting a big and spirited crowd       com 9hb7jo3wrz', 'on my way to new hampshire  expecting a big and spirited crowd       com 9hb7jo3wrz', 'congratulations to the movement  we have just won the great state of oregon  the vote percentage is even higher than anticipated  thank you ', 'congratulations to the movement  we have just won the great state of oregon  the vote percentage is even higher than anticipated  thank you ', 'thank you for having me  i enjoyed the tour and spending time with everyone  see you soon     twitter com profootballhof status 776210913812701184  ', 'thank you for having me  i enjoyed the tour and spending time with everyone  see you soon     twitter com profootballhof status 776210913812701184  ']"
75,Exhilaration,2017,2,"['wonderful weekend at camp david  a very special place  a lot of very important work done  heading back to the  now  com ckxlsdr1ut', 'wonderful weekend at camp david  a very special place  a lot of very important work done  heading back to the  now  com ckxlsdr1ut']"
76,Exhilaration,2018,2,"['melania and i met such incredible people last night in broward county  florida  will never forget them  or the evening ', 'melania and i met such incredible people last night in broward county  florida  will never forget them  or the evening ']"
77,Exhilaration,2019,8,"['great masters going on right now   is leading with 2 holes left to play  very exciting  tune in ', 'great masters going on right now   is leading with 2 holes left to play  very exciting  tune in ', 'wow  just got word that our june 18th  tuesday  announcement in orlando  florida  already has 74 000 requests for a 20 000 seat arena  with all of the big events that we have done  this ticket looks to be the  hottest  of them all  see you in florida ', 'wow  just got word that our june 18th  tuesday  announcement in orlando  florida  already has 74 000 requests for a 20 000 seat arena  with all of the big events that we have done  this ticket looks to be the  hottest  of them all  see you in florida ', 'we ve got nasa  rocking  again  great activity and success  congrats to spacex and all ', 'we ve got nasa  rocking  again  great activity and success  congrats to spacex and all ', 'the s p just hit an all time high  this is a big win for jobs  401 k s  and  frankly  everyone  our country is doing great  even killed long sought isis murderer  al baghdadi  we are stronger than ever before  with great upward potential  enjoy ', 'the s p just hit an all time high  this is a big win for jobs  401 k s  and  frankly  everyone  our country is doing great  even killed long sought isis murderer  al baghdadi  we are stronger than ever before  with great upward potential  enjoy ']"
78,Exhilaration,2020,4,"['look forward to being with all of my friends and supporters  on saturday  february 29th   com 9bpnizfnws', 'look forward to being with all of my friends and supporters  on saturday  february 29th   com 9bpnizfnws', 'tell the democrat governors that  mutiny on the bounty  was one of my all time favorite movies  a good old fashioned mutiny every now and then is an exciting and invigorating thing to watch  especially when the mutineers need so much from the captain  too easy ', 'tell the democrat governors that  mutiny on the bounty  was one of my all time favorite movies  a good old fashioned mutiny every now and then is an exciting and invigorating thing to watch  especially when the mutineers need so much from the captain  too easy ']"
